model,index,abs_delta_expectation_value
quasar_response,0,14.04195169568739
quasar_response,1,2.566578256770186
quasar_response,2,2.7754048581954596
quasar_response,3,0.3560194555153602
quasar_response,4,0.790033188222603
quasar_response,5,3.348523728761867
quasar_response,6,0.6852969204910226
quasar_response,7,0.04439177477841394
quasar_response,8,1.545307329686029
quasar_response,9,0.5068146401322242
quasar_response,10,0.35341894851415356
quasar_response,11,1.8448120552067788
quasar_response,12,8.79076997113966
quasar_response,13,0.12260198842082426
quasar_response,14,2.683572010262987
quasar_response,15,0.09790269458973411
quasar_response,16,0.9322235817766367
quasar_response,17,0.4625832042152953
quasar_response,18,19.12946018294484
quasar_response,19,12.209260096407053
quasar_response,20,26.283588527528384
quasar_response,21,0.1965205603843107
quasar_response,22,0.08227838751966698
quasar_response,23,20.41564766269731
quasar_response,24,0.8232079504616746
quasar_response,25,10.050708228328782
quasar_response,26,2.8283313493047135
quasar_response,27,1.1646305370478782
quasar_response,28,31.98336482208554
quasar_response,29,0.17492031133131908
quasar_response,30,1.6406618392995702
quasar_response,31,4.150537418587251
quasar_response,32,4.643832763351302
quasar_response,33,0.9156227579659683
quasar_response,34,2.1388902412904827
quasar_response,35,1.1258629013992185
quasar_response,36,0.006582639018565803
quasar_response,37,0.747218354883437
quasar_response,38,5.580607479872421
quasar_response,39,0.6659874133395942
quasar_response,40,7.928257995236441
quasar_response,41,14.37260957475385
quasar_response,42,1.6123612726362628
quasar_response,43,60.92651763535753
quasar_response,44,22.282240833685613
quasar_response,45,3.1810938556107704
quasar_response,46,1.6909503064640885
quasar_response,47,1.5568204037884223
quasar_response,48,0.011224449126248204
quasar_response,49,11.449594342704417
quasar_response,50,0.004203590436036908
quasar_response,51,4.224020906272021
quasar_response,52,1.5787538154848875
quasar_response,53,1.171774039905312
quasar_response,54,2.0487724826371645
quasar_response,55,0.42485169689632285
quasar_response,56,0.24199590121415093
quasar_response,57,4.060600291315019
quasar_response,58,1.2868019082634858
quasar_response,59,1.9299820149774867
quasar_response,60,0.024584366098834964
quasar_response,61,0.15497327709651865
quasar_response,62,1.6651251756782872
quasar_response,63,1.1241520383576016
quasar_response,64,8.902725212452344
quasar_response,65,1.10285682676152
quasar_response,66,24.160366889016576
quasar_response,67,0.13505982178294051
quasar_response,68,1.0521552393625146
quasar_response,69,1.1936861083852133
quasar_response,70,0.9462418668127142
quasar_response,71,0.03965961945141139
quasar_response,72,10.060413041474307
quasar_response,73,0.16266657372607685
quasar_response,74,3.009533210866941
quasar_response,75,11.675662284670786
quasar_response,76,1.7085031077680837
quasar_response,77,0.14925602053641798
quasar_response,78,2.260306819969661
quasar_response,79,16.081509904375313
quasar_response,80,4.373742772274753
quasar_response,81,1.968360181302625
quasar_response,82,0.0014959106493198093
quasar_response,83,2.040770240993007
quasar_response,84,1.0015763634586898
quasar_response,85,0.7342302826847797
quasar_response,86,1.2563439437447022
quasar_response,87,1.0825085808748742
quasar_response,88,0.5195919208920436
quasar_response,89,0.8851579956267298
quasar_response,90,1.4289515580783458
quasar_response,91,3.9320788513368585
quasar_response,92,0.16246066375145632
quasar_response,93,0.2881325399856953
quasar_response,94,0.06766333834532798
quasar_response,95,5.637752079238977
quasar_response,96,0.5960352610048055
quasar_response,97,2.897952675249682
quasar_response,98,47.08108891134975
quasar_response,99,8.956323896486472
quasar_response,100,2.266312470976235
quasar_response,101,0.23051347551582477
quasar_response,102,0.2141981115168463
quasar_response,103,0.0028655163260999927
quasar_response,104,2.187759827039721
quasar_response,105,1.1622222312767605
quasar_response,106,0.29824421003750556
quasar_response,107,4.740104016510898
quasar_response,108,0.192320233072369
quasar_response,109,1.2929297589095168
quasar_response,110,1.517952348581776
quasar_response,112,2.6052595484614307
quasar_response,113,0.1867942959521255
quasar_response,114,0.030280836570638157
quasar_response,115,0.18903754846868415
quasar_response,116,0.09232997965102649
quasar_response,117,0.010351280970282099
quasar_response,118,1.801322213684716
quasar_response,119,0.15622803523402595
quasar_response,120,0.8514177544530167
quasar_response,121,2.9490892872901497
quasar_response,122,26.761054487183063
quasar_response,123,21.703136107544523
quasar_response,124,2.984597767694297
quasar_response,125,0.02349206888512153
quasar_response,126,4.021091664885
quasar_response,127,2.569744169153631
quasar_response,128,0.1895655501184179
quasar_response,129,1.522111351124606
quasar_response,130,0.9885611469328849
quasar_response,131,0.44674485238870293
quasar_response,132,9.29607248467265
quasar_response,133,0.17444153577483223
quasar_response,134,1.6773459335027152
quasar_response,135,5.5255335386999995
quasar_response,136,1.943297888789878
quasar_response,137,0.16339163230487302
quasar_response,138,0.5564206385979379
quasar_response,139,0.0008491416797346274
quasar_response,140,0.3491305823018718
quasar_response,141,0.7943543210384877
quasar_response,142,0.7635664615945852
quasar_response,143,2.9200176182235777
quasar_response,144,2.144635153803364
quasar_response,145,0.02108645538045716
quasar_response,146,2.836820767317496
quasar_response,147,2.3051572877519693
quasar_response,148,5.664649246260492
quasar_response,149,2.9454630149905334
quasar_response,150,4.4116318048212415
quasar_response,151,0.08782422323375672
quasar_response,152,2.910086282073621
quasar_response,153,0.3728284659886356
quasar_response,154,0.0
quasar_response,155,1.2174301936132759
quasar_response,156,0.43567313361251514
quasar_response,157,2.1471042251794685
quasar_response,158,0.5306186290506876
quasar_response,159,2.127833713733219
quasar_response,160,60.365086758479094
quasar_response,161,3.8789898134799072
quasar_response,162,0.06814475898220607
quasar_response,163,1.2101069882087578
quasar_response,164,47.924147449609364
quasar_response,165,10.653242413795196
quasar_response,166,0.29186677862876115
quasar_response,167,12.15919762407254
quasar_response,168,0.29624351928983034
quasar_response,169,17.047387551460677
quasar_response,170,0.09081175986407297
quasar_response,171,3.3250310658638567
quasar_response,172,3.3153330272721324
quasar_response,173,0.48523310472061576
quasar_response,174,0.07282124457500228
quasar_response,175,0.9673927133766398
quasar_response,176,0.09111925730738957
quasar_response,177,0.08406815874455309
quasar_response,178,0.4839284112990044
quasar_response,179,5.2885637388024085
quasar_response,180,0.8299112769025365
quasar_response,181,0.9335580400745511
quasar_response,182,0.6898406588134656
quasar_response,183,11.63473602379975
quasar_response,184,1.0870488815666677
quasar_response,185,10.631651001741222
quasar_response,186,2.048150889559607
quasar_response,187,0.6035286673270969
quasar_response,188,3.698445265115966
quasar_response,189,0.1326031661254202
quasar_response,190,0.6752570418488535
quasar_response,191,5.790589468615735
quasar_response,192,1.4495163212933388
quasar_response,193,40.27036102184324
quasar_response,194,5.652135915414164
quasar_response,195,0.1421161968889923
quasar_response,196,2.6906690626904197
quasar_response,197,11.828458567544086
quasar_response,198,1.7437340881937453
quasar_response,199,1.0285021209009653
quasar_response,200,3.283118288727586
quasar_response,201,10.18993816581594
quasar_response,202,0.6453507909008345
quasar_response,203,0.08121586531359659
quasar_response,204,4.155424979819864
quasar_response,205,3.417546109889212
quasar_response,206,2.1846412281373855
quasar_response,207,8.233212391852017
quasar_response,208,0.010114794166602048
quasar_response,209,0.34326957921554885
quasar_response,210,6.42263383872869
quasar_response,211,0.647653107825088
quasar_response,212,3.58264097689627
quasar_response,213,1.388639536018985
quasar_response,214,6.680966653297872
quasar_response,215,0.49920361545837744
quasar_response,216,1.393414042575191
quasar_response,217,4.3315550219750465
quasar_response,218,1.0807642487918574
quasar_response,219,1.1114993141710123
quasar_response,220,0.5078224403444809
quasar_response,221,0.030508561082613572
quasar_response,222,29.60040772199477
quasar_response,223,2.9598567841044985
quasar_response,224,0.18131874963156314
quasar_response,225,0.11081756400999376
quasar_response,226,8.70634347522456
quasar_response,227,0.11656834575436581
quasar_response,228,1.6497199615910834
quasar_response,229,0.05139993201544524
quasar_response,230,4.970757735095163
quasar_response,231,4.983176254223468
quasar_response,232,2.1200213897482993
quasar_response,233,2.1331660438116153
quasar_response,234,1.4765632731554819
quasar_response,235,0.038111286316696164
quasar_response,236,2.161053695987853
quasar_response,237,0.21291045614362658
quasar_response,238,0.814139871560835
quasar_response,239,2.0370286077809983
quasar_response,240,3.2777095139743206
quasar_response,241,2.838411300389183
quasar_response,242,0.3699194477228334
quasar_response,243,0.9871586214500133
quasar_response,244,2.8548106085980507
quasar_response,245,0.24829139892643276
quasar_response,246,1.3566394457881243
quasar_response,247,18.910283711991802
quasar_response,248,0.6037053172822642
quasar_response,249,4.11262417744673
quasar_response,250,0.9242644813218726
quasar_response,251,6.618112915252952
quasar_response,252,0.0314421675912086
quasar_response,253,12.19864936704154
quasar_response,254,10.306314312756163
quasar_response,255,4.363255315311367
quasar_response,256,0.43112969503904963
quasar_response,257,3.0454063860964666
quasar_response,258,0.8854270867075449
quasar_response,259,0.0
quasar_response,260,0.0
quasar_response,261,0.3624171208212915
quasar_response,262,1.9491486753700906
quasar_response,263,0.4755079130737908
quasar_response,264,1.7938439300356601
quasar_response,265,0.6533934623550035
quasar_response,266,1.7396359932404277
quasar_response,267,0.2750767055038512
quasar_response,268,0.6618451464839332
quasar_response,269,0.3266790609769643
quasar_response,270,4.9788340449379085
quasar_response,271,0.3570603219126457
quasar_response,272,4.69613022604063
quasar_response,273,2.164165649817807
quasar_response,274,15.264140611497034
quasar_response,275,0.1645434718321545
quasar_response,276,2.2699973214176934
quasar_response,277,4.302099400899889
quasar_response,278,0.7304548386937595
quasar_response,279,2.0758574048235117
quasar_response,280,0.013642637841764896
quasar_response,281,0.28189317773148576
quasar_response,282,0.0001884955006101821
quasar_response,283,0.8609255515282535
quasar_response,284,1.7948625823906657
quasar_response,285,10.905842026684248
quasar_response,286,27.420379182671265
quasar_response,287,0.3300306699164771
quasar_response,288,0.9789882839378161
quasar_response,289,10.707736359739304
quasar_response,290,0.0023539747750416125
quasar_response,291,0.42924535910747996
quasar_response,292,3.3739829987002707
quasar_response,293,0.004024102053437079
quasar_response,294,1.3480015944480996
quasar_response,295,2.515868516939367
quasar_response,296,1.1065670493565756
quasar_response,297,0.6479808906783049
quasar_response,298,15.309474026497508
quasar_response,299,0.3070904292488529
quasar_response,300,3.436637745389387
quasar_response,301,3.651714572933314
quasar_response,302,0.26736166647424076
quasar_response,303,4.93096956101387
quasar_response,304,0.030670797909350123
quasar_response,305,0.0
quasar_response,306,8.971335587891923
quasar_response,307,2.4493679997268814
quasar_response,308,0.01866084631015652
quasar_response,309,0.13472929489277027
quasar_response,310,0.6361320241502204
quasar_response,311,0.9551717516174306
quasar_response,312,0.15171447617496545
quasar_response,313,5.242415298711833e-05
quasar_response,314,1.2127974474666259
quasar_response,315,0.09460379017604614
quasar_response,316,14.403810312766012
quasar_response,317,0.0017578564197760632
quasar_response,318,1.0363653550689202
quasar_response,319,0.7434046174987706
quasar_response,320,0.4193829070195622
quasar_response,321,17.047387551460677
quasar_response,322,0.0
quasar_response,323,0.8769320219971698
quasar_response,324,0.038963011806160616
quasar_response,325,0.042336718729030366
quasar_response,326,7.292479363459481
quasar_response,327,0.07700044517767957
quasar_response,328,2.9620334645637154
quasar_response,329,0.0
quasar_response,330,2.20931933039146
quasar_response,331,26.92664960376869
quasar_response,332,4.063234032678009
quasar_response,333,1.3270943514423066
quasar_response,334,0.4771151292389959
quasar_response,335,9.854531047781874
quasar_response,336,0.0
quasar_response,337,6.961853920528661
quasar_response,338,0.122785663029929
quasar_response,339,0.7269151456746175
quasar_response,341,0.939808196274786
quasar_response,342,27.936130937382142
quasar_response,343,0.5402578745499995
quasar_response,344,4.157723082259836
quasar_response,345,19.363024131882604
quasar_response,346,9.128991382373528
quasar_response,347,0.06123006369586537
quasar_response,348,3.477093237614818
quasar_response,349,0.10211054680186493
quasar_response,350,0.8784872981585254
quasar_response,351,2.1037984332367716
quasar_response,352,2.4473170122465913
quasar_response,353,0.0856803736767329
quasar_response,354,4.51425795916538
quasar_response,355,2.1509054894396047
quasar_response,356,39.06601637667198
quasar_response,357,13.79003828188657
quasar_response,358,0.6053642870980355
quasar_response,359,8.029729413522814
quasar_response,360,2.71621569005361
quasar_response,361,0.0
quasar_response,362,0.4730468996837196
quasar_response,363,0.05830119603399594
quasar_response,364,0.1267009863910947
quasar_response,365,3.4761257350999535
quasar_response,366,4.530381946127764
quasar_response,367,0.022783163455747157
quasar_response,368,4.100936131230984
quasar_response,369,0.6034964668703454
quasar_response,370,0.5431097918826568
quasar_response,371,0.33375962297394857
quasar_response,372,4.277694242938029
quasar_response,373,0.06594411562827673
quasar_response,374,8.484101122123217
quasar_response,375,18.876147817858527
quasar_response,376,0.038188769954859536
quasar_response,377,3.6794922020166005
quasar_response,378,0.39193721414234156
quasar_response,379,0.9270719200204501
quasar_response,380,0.23259121611064443
quasar_response,381,0.4228330579255024
quasar_response,382,4.456606813761662
quasar_response,383,0.25226744703510073
quasar_response,384,0.29186677862876115
quasar_response,385,0.0018560003607408504
quasar_response,386,1.5878698873963595
quasar_response,387,0.03406488664273126
quasar_response,388,0.04254241708610787
quasar_response,389,1.0380848550350776
quasar_response,390,1.1758126308654617
quasar_response,391,10.029324417192255
quasar_response,392,0.6759785788334616
quasar_response,393,0.7304488947390533
quasar_response,394,0.41626244266574336
quasar_response,395,43.35101040278989
quasar_response,396,0.25928631190194407
quasar_response,397,1.0620994087425524
quasar_response,398,15.380068945181616
quasar_response,399,0.5076188919147597
quasar_response,400,9.0116939106487
quasar_response,401,0.9587009695401805
quasar_response,402,7.727144894030946
quasar_response,403,8.139798805760812
quasar_response,404,8.007436506621396
quasar_response,405,13.43291293877157
quasar_response,406,0.380515631221491
quasar_response,407,0.39845925093100076
quasar_response,408,6.86353176220079
quasar_response,409,2.6393223721576513
quasar_response,410,3.5025359855946827
quasar_response,411,2.4395471713945582
quasar_response,412,1.9369973036146018
quasar_response,413,0.01458509167990537
quasar_response,414,2.531447693926655
quasar_response,415,0.48364172424562213
quasar_response,416,1.7334442823605167
quasar_response,417,0.004792272248268999
quasar_response,418,9.335122235262991
quasar_response,419,2.084002388787652
quasar_response,420,5.286638735079885
quasar_response,421,2.0971502063440717
quasar_response,422,0.12604529758881033
quasar_response,423,0.0007458954937726858
quasar_response,424,0.09782599032881623
quasar_response,425,0.3944171785748729
quasar_response,426,0.6681037392303217
quasar_response,427,11.325078699838231
quasar_response,428,0.7089414987863254
quasar_response,429,0.011689921321113458
quasar_response,430,3.4770096993682733
quasar_response,431,2.343831535530496
quasar_response,432,3.1479126481671047
quasar_response,433,0.0018159890754443093
quasar_response,434,2.925227627161645
quasar_response,435,1.4947741493965365
quasar_response,436,0.5288097509773013
quasar_response,437,8.698428136545818
quasar_response,438,0.5964237342979859
quasar_response,439,0.0
quasar_response,440,1.2294110250007195
quasar_response,441,0.5991206180780799
quasar_response,442,0.8410367676485037
quasar_response,443,1.0188585419338505
quasar_response,444,0.03848698158607067
quasar_response,445,3.1224461894434876
quasar_response,446,1.5453145349065234
quasar_response,447,0.11359934474213806
quasar_response,448,3.9720252063878307
quasar_response,449,1.3331747943503256
quasar_response,450,0.829475441957396
quasar_response,451,0.013810059539916111
quasar_response,452,1.1376399592365447
quasar_response,453,0.0
quasar_response,454,2.0226421585966454
quasar_response,455,1.1879374751048362
quasar_response,456,4.3399957489909085
quasar_response,457,0.3878360799662114
quasar_response,458,0.9802971841249001
quasar_response,459,8.501286093956555
quasar_response,460,0.12703971140982728
quasar_response,461,2.446014089512061
quasar_response,462,12.29912232590158
quasar_response,463,0.004170368578066075
quasar_response,464,0.116933858065256
quasar_response,465,0.452546101623098
quasar_response,466,22.99860624073562
quasar_response,467,0.025435137075292963
quasar_response,468,11.562271181885777
quasar_response,469,0.8232173506016984
quasar_response,470,1.367879120604285
quasar_response,471,0.5590564642172282
quasar_response,472,3.176308109030778
quasar_response,473,0.26029986516654835
quasar_response,474,1.5065710380933013
quasar_response,475,109.67203004676671
quasar_response,476,6.974759423462299
quasar_response,477,2.2398802624572856
quasar_response,478,1.3297935858047947
quasar_response,479,12.687920544699955
quasar_response,480,2.823265557078671
quasar_response,481,0.22466032267026093
quasar_response,482,2.357881223785615
quasar_response,483,0.12017957238245397
quasar_response,484,0.7513570516002149
quasar_response,485,1.040252474600344
quasar_response,486,31.67364309323459
quasar_response,487,1.533426070786333
quasar_response,488,0.35175189747549185
quasar_response,489,0.36473462955275604
quasar_response,490,2.0560189595887923
quasar_response,491,0.05547469134093976
quasar_response,492,0.5816782503492564
quasar_response,493,0.3396760964536014
quasar_response,494,0.04711819899531322
quasar_response,495,1.2611741151759708
quasar_response,496,0.9377128193321234
quasar_response,497,0.301263660097707
quasar_response,498,0.0033308914667767864
quasar_response,499,1.4621978792710748
quasar_response,500,8.405036119014134
quasar_response,501,0.8745145277113164
quasar_response,502,3.5349180107318694
quasar_response,503,0.09700020301755252
quasar_response,504,1.6858053892585296
quasar_response,505,0.5335944184044292
quasar_response,506,2.7833999521218855
quasar_response,507,0.2748562021078783
quasar_response,508,0.4702256409688501
quasar_response,509,0.19642098715276599
quasar_response,510,0.05769581990728867
quasar_response,511,0.26502313311006687
quasar_response,512,12.487181840967816
quasar_response,513,1.3772045083934152
quasar_response,514,0.014188225985946436
quasar_response,515,0.4595100293156864
quasar_response,516,0.03661048032617931
quasar_response,517,3.0301557281161142
quasar_response,518,0.6135223330534811
quasar_response,519,1.5095300421547926
quasar_response,520,2.695120490580088
quasar_response,521,0.3585150198522501
quasar_response,522,5.787916429914322
quasar_response,523,0.0004914289338097608
quasar_response,524,1.9652436457075022
quasar_response,525,1.5042525242764668
quasar_response,526,6.880148008847776
quasar_response,527,0.7645796473039972
quasar_response,528,2.710615691138713
quasar_response,529,0.8675042113531065
quasar_response,530,0.11107537571509951
quasar_response,531,28.35415011632918
quasar_response,532,4.572624203195373
quasar_response,533,0.42496175453111823
quasar_response,534,0.1529632774029481
quasar_response,535,5.0440287750016415
quasar_response,536,2.8851521124944925
quasar_response,537,1.1410505735977832
quasar_response,538,0.0
quasar_response,539,1.0711534171540187
quasar_response,540,0.13828405589768558
quasar_response,541,0.11849863830447438
quasar_response,542,0.022154767460751193
quasar_response,543,5.827238659233573
quasar_response,544,39.34951746202009
quasar_response,545,11.082737857414847
quasar_response,546,0.5652042978655754
quasar_response,547,1.401691042724563
quasar_response,548,0.3887060972897096
quasar_response,549,2.3658537041325745
quasar_response,550,1.1823016401195652
quasar_response,551,2.5312750652075473
quasar_response,552,0.8509866346487412
quasar_response,553,0.08626116277592666
quasar_response,554,6.923468740880985
quasar_response,555,0.01708923071330285
quasar_response,556,0.6119452579814587
quasar_response,557,0.9124595120641983
quasar_response,558,2.192259918887567
quasar_response,559,4.38601865252864
quasar_response,560,4.389892729893449
quasar_response,561,1.4323940457554023
quasar_response,562,0.19777424737963886
quasar_response,563,13.336291880526487
quasar_response,564,3.867597267333836
quasar_response,565,21.59789586098121
quasar_response,566,0.4573566062953667
quasar_response,567,28.144636273493006
quasar_response,568,0.0
quasar_response,569,1.2280812696792127
quasar_response,571,6.885736417298571
quasar_response,572,1.1286439593341901
quasar_response,573,0.620093919903102
quasar_response,574,0.866069867341893
quasar_response,575,0.724823810544936
quasar_response,577,31.14955767951495
quasar_response,578,0.0075694606287921296
quasar_response,579,0.8436314830564862
sft_response,0,14.04195169568739
sft_response,1,2.566578256770186
sft_response,2,2.7754048581954596
sft_response,3,0.3560194555153602
sft_response,4,0.790033188222603
sft_response,5,0.8899020285835775
sft_response,6,0.1168491298117833
sft_response,7,0.04439177477841394
sft_response,8,0.008013169863546832
sft_response,9,0.5068146401322242
sft_response,10,1.386690680196247
sft_response,11,1.8448120552067788
sft_response,12,8.79076997113966
sft_response,13,0.12260198842082426
sft_response,14,2.683572010262987
sft_response,15,0.09790269458973411
sft_response,16,1.1254566997890247
sft_response,17,0.4627114407156705
sft_response,18,16.17444480674152
sft_response,19,12.209260096407053
sft_response,20,44.20577852597942
sft_response,21,0.09892222933944081
sft_response,22,0.08172315902763572
sft_response,23,20.41564766269731
sft_response,24,0.8232079504616746
sft_response,25,6.120591065308267
sft_response,26,1.7550664387490627
sft_response,27,1.0751515618416838
sft_response,28,31.98336482208554
sft_response,29,0.08463137300266804
sft_response,30,1.6406618392995702
sft_response,31,4.150537418587251
sft_response,32,4.643832763351302
sft_response,33,0.6627271708062888
sft_response,34,2.1388902412904827
sft_response,35,1.1187515128967682
sft_response,36,0.006582639018565803
sft_response,37,1.0259459535331152
sft_response,38,5.580607479872421
sft_response,39,3.788517099276392
sft_response,40,7.928257995236441
sft_response,41,14.37260957475385
sft_response,42,1.6123612726362628
sft_response,43,40.08091224012691
sft_response,44,21.94991673633929
sft_response,45,0.8481641996191458
sft_response,46,1.6909503064640885
sft_response,47,1.5568204037884223
sft_response,48,2.0668395375063597
sft_response,49,11.44874291599229
sft_response,50,0.6348971574160602
sft_response,51,4.224020906272021
sft_response,52,1.5787538154848875
sft_response,53,1.171774039905312
sft_response,54,2.0485782381438633
sft_response,55,0.4145636899027293
sft_response,56,0.24199590121415093
sft_response,57,3.973421611745799
sft_response,58,1.2820219857461224
sft_response,59,1.9299820149774867
sft_response,60,0.024692563672552126
sft_response,61,7.064595851077254
sft_response,62,1.6651251756782872
sft_response,63,1.2724678320268157
sft_response,64,8.902725212452344
sft_response,65,1.10285682676152
sft_response,66,24.160366889016576
sft_response,67,0.13505982178294051
sft_response,68,1.0521552393625146
sft_response,69,1.236256402131107
sft_response,70,0.9462418668127142
sft_response,71,0.03965961945141139
sft_response,72,10.046121464162285
sft_response,73,5.489031856683636
sft_response,74,3.013464020256232
sft_response,75,11.675662284670786
sft_response,76,1.7085031077680837
sft_response,77,0.14925602053641798
sft_response,78,2.260306819969661
sft_response,80,4.373742772274753
sft_response,81,1.968360181302625
sft_response,82,1.445923249432233
sft_response,83,2.040770240993007
sft_response,84,0.9300993147532515
sft_response,85,3.4769794830797407
sft_response,86,1.2563439437447022
sft_response,87,1.0825085808748742
sft_response,88,0.5195922008916836
sft_response,90,1.4289515580783458
sft_response,91,3.99267937357794
sft_response,92,0.16246066375145632
sft_response,93,0.2881325399856953
sft_response,94,0.06766333834532798
sft_response,95,5.636490604988214
sft_response,96,0.6153455569499375
sft_response,97,0.0
sft_response,98,47.08108891134975
sft_response,99,9.997369732779143
sft_response,100,1.4244603460527117
sft_response,101,0.23051347551582477
sft_response,102,0.21861196721327447
sft_response,103,0.0015385091839732468
sft_response,104,2.187759827039721
sft_response,105,1.1622222312767605
sft_response,107,4.740104016510898
sft_response,108,0.6260286577032388
sft_response,109,1.2929297589095168
sft_response,110,1.517952348581776
sft_response,112,2.657591865888525
sft_response,113,0.4835909941189927
sft_response,114,0.030280836570638157
sft_response,115,0.07519580142619686
sft_response,116,2.8520160154595664
sft_response,117,0.010351280970282099
sft_response,118,1.8020067988814406
sft_response,119,1.5334692297909207
sft_response,120,0.8514177544530167
sft_response,121,2.9490892872901497
sft_response,122,26.761054487183063
sft_response,123,21.634877850176483
sft_response,124,2.984597767694297
sft_response,125,0.02349206888512153
sft_response,126,4.020786534946284
sft_response,127,2.569744169153631
sft_response,128,0.1895655501184179
sft_response,129,1.522111351124606
sft_response,130,0.9885611469328849
sft_response,131,0.11843121681512736
sft_response,132,9.29607248467265
sft_response,133,0.17444153577483223
sft_response,134,1.6773459335027152
sft_response,135,5.5255335386999995
sft_response,136,0.059104225202882166
sft_response,137,0.16339163230487302
sft_response,138,1.6879268848307347
sft_response,139,0.0008491416797346274
sft_response,140,0.3516682950960633
sft_response,141,0.7943543210384877
sft_response,142,0.7635664615945852
sft_response,143,2.9200176182235777
sft_response,144,2.680305037759652
sft_response,145,1.0799155226171044
sft_response,146,2.836820767317496
sft_response,147,2.3051572877519693
sft_response,148,5.664649246260492
sft_response,149,2.9454630149905334
sft_response,150,4.4116318048212415
sft_response,151,1.1927001368065973
sft_response,152,2.910086282073621
